Name,Gene Name
ENSG00000239428,GM2A pseudogene 2(GM2AP2)
ENSG00000162836,"acid phosphatase 6, lysophosphatidic(ACP6)"
ENSG00000171790,schlafen like 1(SLFNL1)
ENSG00000201270,"RNA, U6 small nuclear 755, pseudogene(RNU6-755P)"
ENSG00000158793,nitrilase 1(NIT1)
ENSG00000171793,CTP synthase 1(CTPS1)
ENSG00000132185,Fc receptor like A(FCRLA)
ENSG00000081721,dual specificity phosphatase 12(DUSP12)
ENSG00000158796,death effector domain containing(DEDD)
ENSG00000197921,hes family bHLH transcription factor 5(HES5)
ENSG00000201273,"RNA, U6 small nuclear 776, pseudogene(RNU6-776P)"
ENSG00000158315,rhomboid like 2(RHBDL2)
ENSG00000197915,hornerin(HRNR)
ENSG00000227445,olfactory receptor family 10 subfamily R member 1 pseudogene(OR10R1P)
ENSG00000230615,uncharacterized LOC107984948(LOC107984948)
ENSG00000014914,myotubularin related protein 11(MTMR11)
ENSG00000169474,small proline rich protein 1A(SPRR1A)
ENSG00000092853,claspin(CLSPN)
ENSG00000240409,MT-ATP8 pseudogene 1(MTATP8P1)
ENSG00000092850,tektin 2(TEKT2)
ENSG00000225272,ribosomal protein L21 pseudogene 27(RPL21P27)
ENSG00000158786,phospholipase A2 group IIF(PLA2G2F)
ENSG00000197956,S100 calcium binding protein A6(S100A6)
ENSG00000229636,keratin 8 pseudogene 21(KRT8P21)
ENSG00000252413,"RNA, U7 small nuclear 121 pseudogene(RNU7-121P)"
ENSG00000226126,"proteasome 26S subunit, ATPase 1 pseudogene 12(PSMC1P12)"
ENSG00000007341,suppression of tumorigenicity 7 like(ST7L)
ENSG00000229635,F-box and WD repeat domain containing 11 pseudogene(LOC100421273)
ENSG00000174827,PDZ domain containing 1(PDZK1)
ENSG00000252417,"RNA, U7 small nuclear 179 pseudogene(RNU7-179P)"
ENSG00000229639,long intergenic non-protein coding RNA 1758(LINC01758)
ENSG00000226128,ribosomal protein L26 pseudogene 9(RPL26P9)
ENSG00000143294,proline rich mitotic checkpoint control factor(PRCC)
ENSG00000143297,Fc receptor like 5(FCRL5)
ENSG00000092847,argonaute RISC component 1(AGO1)
ENSG00000160678,S100 calcium binding protein A1(S100A1)
ENSG00000215895,HSPA5 pseudogene 1(HSPA5P1)
ENSG00000212385,"RNA, U6 small nuclear 817, pseudogene(RNU6-817P)"
ENSG00000160679,chromatin target of PRMT1(CHTOP)
ENSG00000238118,SLC25A24 pseudogene 2(SLC25A24P2)
ENSG00000065243,protein kinase N2(PKN2)
ENSG00000215899,eukaryotic translation elongation factor 1 alpha 1 pseudogene 46(EEF1A1P46)
ENSG00000174842,"glomulin, FKBP associated protein(GLMN)"
ENSG00000158773,upstream transcription factor 1(USF1)
ENSG00000228794,long intergenic non-protein coding RNA 1128(LINC01128)
ENSG00000271143,serine palmitoyltransferase small subunit A-like(LOC101928952)
ENSG00000227466,PDE4B antisense RNA 1(PDE4B-AS1)
ENSG00000230638,vir like m6A methyltransferase associated pseudogene(LOC100418723)
ENSG00000276835,microRNA 6127(MIR6127)
ENSG00000252404,small Cajal body-specific RNA 16(LOC124900441)
ENSG00000160685,zinc finger and BTB domain containing 7B(ZBTB7B)
ENSG00000263529,"RNA, 7SL, cytoplasmic 122, pseudogene(RN7SL122P)"
ENSG00000054116,trafficking protein particle complex subunit 3(TRAPPC3)
ENSG00000185962,late cornified envelope 3A(LCE3A)
ENSG00000054118,thyroid hormone receptor associated protein 3(THRAP3)
ENSG00000160688,flavin adenine dinucleotide synthetase 1(FLAD1)
ENSG00000235089,ribosomal protein L10a pseudogene 4(RPL10AP4)
ENSG00000185966,late cornified envelope 3E(LCE3E)
ENSG00000276830,microRNA 6730(MIR6730)
ENSG00000158769,F11 receptor(F11R)
ENSG00000283572,microRNA 4251(MIR4251)
ENSG00000252826,"RNA, variant U1 small nuclear 23(RNVU1-23)"
ENSG00000198821,CD247 molecule(CD247)
ENSG00000158764,intelectin 2(ITLN2)
ENSG00000283575,U6 spliceosomal RNA(LOC124904687)
ENSG00000261781,long intergenic non-protein coding RNA 1654(LINC01654)
ENSG00000227875,ribosomal protein L23a pseudogene 89(RPL23AP89)
ENSG00000226545,ribosomal protein L27 pseudogene(RPL27P3)
ENSG00000252830,"RNA, 5S ribosomal pseudogene 533(RNA5SP533)"
ENSG00000160691,SHC adaptor protein 1(SHC1)
ENSG00000225217,heat shock protein family A (Hsp70) member 7 (pseudogene)(HSPA7)
ENSG00000218510,long intergenic non-protein coding RNA 339(LINC00339)
ENSG00000186844,late cornified envelope 1A(LCE1A)
ENSG00000183317,EPH receptor A10(EPHA10)
ENSG00000186827,TNF receptor superfamily member 4(TNFRSF4)
ENSG00000263956,NBPF member 11(NBPF11)
ENSG00000048707,vacuolar protein sorting 13 homolog D(VPS13D)
ENSG00000171357,leucine rich adaptor protein 1(LURAP1)
ENSG00000197965,myelin protein zero like 1(MPZL1)
ENSG00000227883,ATPase H+ transporting V0 subunit e1 pseudogene 4(ATP6V0E1P4)
ENSG00000226552,alkylated DNA repair protein alkB homolog 8-like(LOC646804)
ENSG00000198815,forkhead box J3(FOXJ3)
ENSG00000248333,cyclin dependent kinase 11B(CDK11B)
ENSG00000175707,keratinocyte differentiation factor 1(KDF1)
ENSG00000197959,dynamin 3(DNM3)
ENSG00000231900,GOT2 pseudogene 1(GOT2P1)
ENSG00000126709,interferon alpha inducible protein 6(IFI6)
ENSG00000251977,"RNA, U6 small nuclear 991, pseudogene(RNU6-991P)"
ENSG00000202167,"RNA, U1 small nuclear 114, pseudogene(RNU1-114P)"
ENSG00000126705,AT-hook DNA binding motif containing 1(AHDC1)
ENSG00000162402,ubiquitin specific peptidase 24(USP24)
ENSG00000227408,amylase alpha pseudogene 1(AMYP1)
ENSG00000227409,ZMYM4 antisense RNA 1(ZMYM4-AS1)
ENSG00000270276,H4 clustered histone 15(H4C15)
ENSG00000158747,"NBL1, DAN family BMP antagonist(NBL1)"
ENSG00000158747,MICOS10-NBL1 readthrough(MICOS10-NBL1)
ENSG00000158748,5-hydroxytryptamine receptor 6(HTR6)
ENSG00000234184,long intergenic non-protein coding RNA 1781(LINC01781)
ENSG00000217644,ribosomal protein L18a pseudogene 4(RPL18AP4)
ENSG00000263987,microRNA 5698(MIR5698)
ENSG00000162407,phospholipid phosphatase 3(PLPP3)
ENSG00000118292,chromosome 1 open reading frame 54(C1orf54)
ENSG00000162408,nucleolar protein 9(NOL9)
ENSG00000162409,protein kinase AMP-activated catalytic subunit alpha 2(PRKAA2)
ENSG00000198842,serine/threonine/tyrosine interacting like 2(STYXL2)
ENSG00000198841,KTI12 chromatin associated homolog(KTI12)
ENSG00000077254,ubiquitin specific peptidase 33(USP33)
ENSG00000118298,carbonic anhydrase 14(CA14)
ENSG00000174876,amylase alpha 1B(AMY1B)
ENSG00000143258,ubiquitin specific peptidase 21(USP21)
ENSG00000270241,"ferritin, heavy polypeptide 1 pseudogene(LOC100420336)"
ENSG00000206999,"RNA, U6 small nuclear 622, pseudogene(RNU6-622P)"
ENSG00000213281,"NRAS proto-oncogene, GTPase(NRAS)"
ENSG00000162413,kelch like family member 21(KLHL21)
ENSG00000162415,zinc finger SWIM-type containing 5(ZSWIM5)
ENSG00000143252,succinate dehydrogenase complex subunit C(SDHC)
ENSG00000143256,prefoldin subunit 2(PFDN2)
ENSG00000143257,nuclear receptor subfamily 1 group I member 3(NR1I3)
ENSG00000132128,leucine rich repeat containing 41(LRRC41)
ENSG00000185519,family with sequence similarity 131 member C(FAM131C)
ENSG00000239887,chromosome 1 open reading frame 226(C1orf226)
ENSG00000261798,uncharacterized LOC101929536(LOC101929536)
ENSG00000066135,lysine demethylase 4A(KDM4A)
ENSG00000162419,glucocorticoid modulatory element binding protein 1(GMEB1)
ENSG00000066136,nuclear transcription factor Y subunit gamma(NFYC)
ENSG00000197982,chromosome 1 open reading frame 122(C1orf122)
ENSG00000198830,high mobility group nucleosomal binding domain 2(HMGN2)
ENSG00000157881,pantothenate kinase 4 (inactive)(PANK4)
ENSG00000206980,"RNA, U6 small nuclear 662, pseudogene(RNU6-662P)"
ENSG00000206981,"RNA, U6 small nuclear 40, pseudogene(RNU6-40P)"
ENSG00000223062,"RNA, U6 small nuclear 1245, pseudogene(RNU6-1245P)"
ENSG00000158731,olfactory receptor family 10 subfamily J member 6 pseudogene(OR10J6P)
ENSG00000132122,spermatogenesis associated 6(SPATA6)
ENSG00000197989,small nucleolar RNA host gene 12(SNHG12)
ENSG00000198837,DENN domain containing 4B(DENND4B)
ENSG00000225242,cytochrome c oxidase subunit 6B1 pseudogene 7(COX6B1P7)
ENSG00000143248,regulator of G protein signaling 5(RGS5)
ENSG00000252840,small nucleolar RNA SNORA44(LOC124900437)
ENSG00000273768,U1 spliceosomal RNA(LOC124904613)
ENSG00000162426,solute carrier family 45 member 1(SLC45A1)
ENSG00000184678,H2B clustered histone 21(H2BC21)
ENSG00000183347,guanylate binding protein family member 6(GBP6)
ENSG00000184677,zinc finger and BTB domain containing 40(ZBTB40)
ENSG00000066185,zinc finger MYND-type containing 12(ZMYND12)
ENSG00000239810,PRAME family member 11(PRAMEF11)
ENSG00000231090,MIR4422 host gene(MIR4422HG)
ENSG00000215846,mucosal pentraxin 1 (pseudogene)(MPTX1)
ENSG00000215845,thiosulfate sulfurtransferase like domain containing 1(TSTD1)
ENSG00000197530,MIB E3 ubiquitin protein ligase 2(MIB2)
ENSG00000273727,U1 spliceosomal RNA(LOC124904631)
ENSG00000197532,olfactory receptor family 6 subfamily Y member 1(OR6Y1)
ENSG00000171385,potassium voltage-gated channel subfamily D member 3(KCND3)
ENSG00000157870,peroxiredoxin like 2B(PRXL2B)
ENSG00000212338,small nucleolar RNA SNORA67(LOC124900432)
ENSG00000157873,TNF receptor superfamily member 14(TNFRSF14)
ENSG00000226984,ribosomal protein L26 pseudogene 10(RPL26P10)
ENSG00000203864,long intergenic non-protein coding RNA 2868(LINC02868)
ENSG00000203865,ATP1A1 antisense RNA 1(ATP1A1-AS1)
ENSG00000243073,PRAME family member 4(PRAMEF4)
ENSG00000162430,selenoprotein N(SELENON)
ENSG00000187730,gamma-aminobutyric acid type A receptor subunit delta(GABRD)
ENSG00000251943,"RNA, U6 small nuclear 693, pseudogene(RNU6-693P)"
ENSG00000187733,amylase alpha 1C(AMY1C)
ENSG00000162437,"ribonucleoprotein, PTB binding 2(RAVER2)"
ENSG00000162438,chymotrypsin C(CTRC)
ENSG00000162433,adenylate kinase 4(AK4)
ENSG00000236782,ZNF593 opposite strand(ZNF593OS)
ENSG00000162434,Janus kinase 1(JAK1)
ENSG00000158714,SLAM family member 8(SLAMF8)
ENSG00000158716,dual specificity phosphatase 23(DUSP23)
ENSG00000215835,EWS RNA binding protein 1 pseudogene(LOC284685)
ENSG00000215833,QRSL1 pseudogene 1(QRSL1P1)
ENSG00000215838,carbonic anhydrase 14 pseudogene(LOC440700)
ENSG00000266187,"RNA, 7SL, cytoplasmic 480, pseudogene(RN7SL480P)"
ENSG00000198854,KPRP N-terminal and LCE C-terminal like protein(KPLCE)
ENSG00000158710,transgelin 2(TAGLN2)
ENSG00000153029,"major histocompatibility complex, class I-related(MR1)"
ENSG00000175756,aurora kinase A interacting protein 1(AURKAIP1)
ENSG00000143226,Fc gamma receptor IIa(FCGR2A)
ENSG00000011007,elongin A(ELOA)
ENSG00000162441,leucine zipper and CTNNBIP1 domain containing(LZIC)
ENSG00000143228,NUF2 component of NDC80 kinetochore complex(NUF2)
ENSG00000011009,lysophospholipase 2(LYPLA2)
ENSG00000223489,neurofilament heavy pseudogene 1(NEFHP1)
ENSG00000224338,MT-CYB pseudogene 45(MTCYBP45)
ENSG00000203852,H3 clustered histone 15(H3C15)
ENSG00000271567,peptidylprolyl isomerase A like 4E(PPIAL4E)
ENSG00000263908,microRNA 3116-1(MIR3116-1)
ENSG00000203857,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1(HSD3B1)"
ENSG00000203858,"hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 2(HSD3BP2)"
ENSG00000143222,ubiquitin-fold modifier conjugating enzyme 1(UFC1)
ENSG00000121454,LIM homeobox 4(LHX4)
ENSG00000162444,retinol binding protein 7(RBP7)
ENSG00000203859,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2(HSD3B2)"
ENSG00000270231,NBPF member 8(NBPF8)
ENSG00000143224,protoporphyrinogen oxidase(PPOX)
ENSG00000090273,"nuclear distribution C, dynein complex regulator(NUDC)"
ENSG00000198400,neurotrophic receptor tyrosine kinase 1(NTRK1)
ENSG00000271527,post-GPI attachment to proteins 2 pseudogene(LOC100420658)
ENSG00000251958,"RNA, U6 small nuclear 1102, pseudogene(RNU6-1102P)"
ENSG00000223490,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 5(CHCHD2P5)
ENSG00000227850,septin 2 pseudogene 1(SEPTIN2P1)
ENSG00000224340,ribosomal protein L21 pseudogene 21(RPL21P21)
ENSG00000225675,LRP8 divergent transcript(LRP8-DT)
ENSG00000143217,nectin cell adhesion molecule 4(NECTIN4)
ENSG00000010165,"methyltransferase 13, eEF1A lysine and N-terminal methyltransferase(METTL13)"
ENSG00000227857,uncharacterized LOC101929626(LOC101929626)
ENSG00000162458,filamin binding LIM protein 1(FBLIM1)
ENSG00000234144,cytochrome c oxidase subunit 6C pseudogene 13(COX6CP13)
ENSG00000162456,kinocilin(KNCN)
ENSG00000211451,gonadotropin releasing hormone receptor 2 (pseudogene)(GNRHR2)
ENSG00000131236,cyclase associated actin cytoskeleton regulatory protein 1(CAP1)
ENSG00000172260,neuronal growth regulator 1(NEGR1)
ENSG00000134744,terminal uridylyl transferase 4(TUT4)
ENSG00000131238,palmitoyl-protein thioesterase 1(PPT1)
ENSG00000236334,peptidylprolyl isomerase A like 4G(PPIAL4G)
ENSG00000186409,coiled-coil domain containing 30(CCDC30)
ENSG00000211452,iodothyronine deiodinase 1(DIO1)
ENSG00000173110,heat shock protein family A (Hsp70) member 6(HSPA6)
ENSG00000211454,aldo-keto reductase family 7 like (gene/pseudogene)(AKR7L)
ENSG00000134748,pre-mRNA processing factor 38A(PRPF38A)
ENSG00000212308,"RNA, 5S ribosomal pseudogene 23(RNA5SP23)"
ENSG00000177954,ribosomal protein S27(RPS27)
ENSG00000131233,gap junction protein alpha 9(GJA9)
ENSG00000162460,transmembrane protein 82(TMEM82)
ENSG00000162461,solute carrier family 25 member 34(SLC25A34)
ENSG00000223026,RN7SK pseudogene 247(RN7SKP247)
ENSG00000227868,testis expressed 46(TEX46)
ENSG00000143207,COP1 E3 ubiquitin ligase(COP1)
ENSG00000186891,TNF receptor superfamily member 18(TNFRSF18)
ENSG00000225206,MIR137 host gene(MIR137HG)
ENSG00000183386,four and a half LIM domains 3(FHL3)
ENSG00000011021,chloride voltage-gated channel 6(CLCN6)
ENSG00000200327,"RNA, 5S ribosomal pseudogene 62(RNA5SP62)"
ENSG00000235002,ribosomal protein S15a pseudogene 8(RPS15AP8)
ENSG00000037637,F-box protein 42(FBXO42)
ENSG00000073754,CD5 molecule like(CD5L)
ENSG00000231050,GNB1 divergent transcript(GNB1-DT)
ENSG00000131686,carbonic anhydrase 6(CA6)
ENSG00000215883,cytochrome b5 reductase like(CYB5RL)
ENSG00000134717,basic transcription factor 3 like 4(BTF3L4)
ENSG00000213226,prostaglandin reductase 1 pseudogene(LOC100130018)
ENSG00000134716,cytochrome P450 family 2 subfamily J member 2(CYP2J2)
ENSG00000206935,"RNA, U6 small nuclear 514, pseudogene(RNU6-514P)"
ENSG00000184260,H2A clustered histone 20(H2AC20)
ENSG00000226944,RNF207 antisense RNA 1(RNF207-AS1)
ENSG00000206931,"RNA, U6 small nuclear 1042, pseudogene(RNU6-1042P)"
ENSG00000186440,olfactory receptor family 6 subfamily P member 1(OR6P1)
ENSG00000266150,microRNA 4711(MIR4711)
ENSG00000225616,ribosomal protein L27 pseudogene 4(RPL27P4)
ENSG00000226947,late cornified envelope pseudogene 4(LCEP4)
ENSG00000134709,hook microtubule tethering protein 1(HOOK1)
ENSG00000027869,SH2 domain containing 2A(SH2D2A)
ENSG00000215875,"ST13, Hsp70 interacting protein pseudogene 20(ST13P20)"
ENSG00000131697,nephrocystin 4(NPHP4)
ENSG00000232393,ribosomal protein L5 pseudogene 6(RPL5P6)
ENSG00000075945,kinesin associated protein 3(KIFAP3)
ENSG00000215874,calpain small subunit 1 pseudogene 1(CAPNS1P1)
ENSG00000212366,"RNA, U6 small nuclear 1246, pseudogene(RNU6-1246P)"
ENSG00000198890,protein arginine methyltransferase 6(PRMT6)
ENSG00000175793,stratifin(SFN)
ENSG00000238934,small nucleolar RNA ACA64(LOC124900457)
ENSG00000266144,microRNA 4654(MIR4654)
ENSG00000197568,HERV-H LTR-associating 3(HHLA3)
ENSG00000178828,ring finger protein 186(RNF186)
ENSG00000178821,transmembrane protein 52(TMEM52)
ENSG00000162482,aldo-keto reductase family 7 member A3(AKR7A3)
ENSG00000203897,spermatogenesis associated 42(SPATA42)
ENSG00000242193,"crystallin zeta like 2, pseudogene(CRYZL2P)"
ENSG00000222112,RN7SK pseudogene 16(RN7SKP16)
ENSG00000117362,"aph-1 homolog A, gamma-secretase subunit(APH1A)"
ENSG00000225623,AGBL4 intronic transcript 1(AGBL4-IT1)
ENSG00000188610,family with sequence similarity 72 member B(FAM72B)
ENSG00000206921,"RNA, U6 small nuclear 481, pseudogene(RNU6-481P)"
ENSG00000117360,pre-mRNA processing factor 3(PRPF3)
ENSG00000233246,PHC2 antisense RNA 1(PHC2-AS1)
ENSG00000185104,Fas associated factor 1(FAF1)
ENSG00000231064,THBS3 antisense RNA 1(THBS3-AS1)
ENSG00000212360,"RNA, U6 small nuclear 1177, pseudogene(RNU6-1177P)"
ENSG00000237613,family with sequence similarity 138 member A(FAM138A)
ENSG00000215867,keratin 18 pseudogene 57(KRT18P57)
ENSG00000215866,long intergenic non-protein coding RNA 1356(LINC01356)
ENSG00000196266,olfactory receptor family 10 subfamily J member 3(OR10J3)
ENSG00000244389,"RNA, 7SL, cytoplasmic 242, pseudogene(RN7SL242P)"
ENSG00000251914,"RNA, U7 small nuclear 200 pseudogene(RNU7-200P)"
ENSG00000215869,THAP domain containing 3 pseudogene(LOC100129138)
ENSG00000055070,SUZ RNA binding domain containing 1(SZRD1)
ENSG00000223450,ribosomal protein S24 pseudogene 5(RPS24P5)
ENSG00000117399,cell division cycle 20(CDC20)
ENSG00000162493,podoplanin(PDPN)
ENSG00000225630,MT-ND2 pseudogene 28(MTND2P28)
ENSG00000162494,leucine rich repeat containing 38(LRRC38)
ENSG00000226960,MT-CO1 pseudogene 21(MTCO1P21)
ENSG00000224784,S100 calcium binding protein A15A (pseudogene)(S100A15A)
ENSG00000057252,sterol O-acyltransferase 1(SOAT1)
ENSG00000118217,activating transcription factor 6(ATF6)
ENSG00000162496,dehydrogenase/reductase 3(DHRS3)
ENSG00000243051,"RNA, 7SL, cytoplasmic 269, pseudogene(RN7SL269P)"
ENSG00000117395,EBNA1 binding protein 2(EBNA1BP2)
ENSG00000117394,solute carrier family 2 member 1(SLC2A1)
ENSG00000188643,S100 calcium binding protein A16(S100A16)
ENSG00000162490,dorsal inhibitory axon guidance protein(DRAXIN)
ENSG00000227811,INKA2 antisense RNA 1(INKA2-AS1)
ENSG00000188641,dihydropyrimidine dehydrogenase(DPYD)
ENSG00000163348,pygopus family PHD finger 2(PYGO2)
ENSG00000163349,homeodomain interacting protein kinase 1(HIPK1)
ENSG00000278124,"RNA, 7SL, cytoplasmic 186, pseudogene(RN7SL186P)"
ENSG00000261716,"H2B clustered histone 20, pseudogene(H2BC20P)"
ENSG00000227815,zinc finger AN1-type containing 1 pseudogene(LOC100129734)
ENSG00000226969,PRKCZ divergent transcript(PRKCZ-DT)
ENSG00000224308,long intergenic non-protein coding RNA 1527(LINC01527)
ENSG00000163344,phosphomevalonate kinase(PMVK)
ENSG00000163346,PBX homeobox interacting protein 1(PBXIP1)
ENSG00000234593,KAZN antisense RNA 1(KAZN-AS1)
ENSG00000215853,repetin(RPTN)
ENSG00000237622,elongin C pseudogene 18(ELOCP18)
ENSG00000236776,ribosomal protein L21 pseudogene 23(RPL21P23)
ENSG00000050628,prostaglandin E receptor 3(PTGER3)
ENSG00000237624,3-oxoacid CoA-transferase 2 pseudogene 1(OXCT2P1)
ENSG00000197587,diencephalon/mesencephalon homeobox 1(DMBX1)
ENSG00000197106,solute carrier family 6 member 17(SLC6A17)
ENSG00000200360,"RNA, U6 small nuclear 792, pseudogene(RNU6-792P)"
ENSG00000184270,H2A clustered histone 21(H2AC21)
ENSG00000142794,NBPF member 3(NBPF3)
ENSG00000163352,lens epithelial protein(LENEP)
ENSG00000117385,prolyl 3-hydroxylase 1(P3H1)
ENSG00000163354,DC-STAMP domain containing 2(DCST2)
ENSG00000201699,"RNA, variant U1 small nuclear 24(RNVU1-24)"
ENSG00000266160,"RNA, 7SL, cytoplasmic 612, pseudogene(RN7SL612P)"
ENSG00000224315,ribosomal protein L7 pseudogene 7(RPL7P7)
ENSG00000142798,heparan sulfate proteoglycan 2(HSPG2)
ENSG00000163357,DC-STAMP domain containing 1(DCST1)
ENSG00000157911,peroxisomal biogenesis factor 10(PEX10)
ENSG00000270615,shugoshin 1 pseudogene 1(SGO1P1)
ENSG00000157916,retention in endoplasmic reticulum sorting receptor 1(RER1)
ENSG00000207389,"RNA, U1 small nuclear 4(RNU1-4)"
ENSG00000283933,microRNA 6878(MIR6878)
ENSG00000266110,microRNA 4423(MIR4423)
ENSG00000116128,BCL9 transcription coactivator(BCL9)
ENSG00000162396,"prolyl-tRNA synthetase 2, mitochondrial(PARS2)"
ENSG00000162390,acyl-CoA thioesterase 11(ACOT11)
ENSG00000117450,peroxiredoxin 1(PRDX1)
ENSG00000162391,family with sequence similarity 151 member A(FAM151A)
ENSG00000186364,nudix hydrolase 17(NUDT17)
ENSG00000221216,"RNA, U6atac small nuclear 27, pseudogene(RNU6ATAC27P)"
ENSG00000200755,"RNA, 5S ribosomal pseudogene 68(RNA5SP68)"
ENSG00000232341,ribosomal protein L4 pseudogene 2(RPL4P2)
ENSG00000201609,"RNA, U4 small nuclear 28, pseudogene(RNU4-28P)"
ENSG00000162398,lymphocyte expansion molecule(LEXM)
ENSG00000201608,"RNA, U4 small nuclear 42, pseudogene(RNU4-42P)"
ENSG00000162399,barttin CLCNK type accessory subunit beta(BSND)
ENSG00000200759,"RNA, U6 small nuclear 884, pseudogene(RNU6-884P)"
ENSG00000270629,NBPF member 14(NBPF14)
ENSG00000131779,peroxisomal biogenesis factor 11 beta(PEX11B)
ENSG00000196154,S100 calcium binding protein A4(S100A4)
ENSG00000131778,chromodomain helicase DNA binding protein 1 like(CHD1L)
ENSG00000199666,"small nucleolar RNA, C/D box 3G(SNORD3G)"
ENSG00000235869,ribosomal protein S26 pseudogene 12(RPS26P12)
ENSG00000117448,aldo-keto reductase family 1 member A1(AKR1A1)
ENSG00000236719,ovarian adenocarcinoma amplified long non-coding RNA(OVAAL)
ENSG00000177414,ubiquitin conjugating enzyme E2 U(UBE2U)
ENSG00000282608,adenosine A3 receptor(ADORA3)
ENSG00000283938,microRNA 3917(MIR3917)
ENSG00000142892,phosphatidylinositol glycan anchor biosynthesis class K(PIGK)
ENSG00000223883,long intergenic non-protein coding RNA 1707(LINC01707)
ENSG00000222552,"RNA, 5S ribosomal pseudogene 60(RNA5SP60)"
ENSG00000243480,amylase alpha 2A(AMY2A)
ENSG00000266580,microRNA 4254(MIR4254)
ENSG00000231029,ribosomal protein S18 pseudogene 4(RPS18P4)
ENSG00000270631,tetraspanin 12 pseudogene(LOC100287840)
ENSG00000278596,microRNA 6077(MIR6077)
ENSG00000230175,ribosomal protein S13 pseudogene 1(RPS13P1)
ENSG00000196182,serine/threonine kinase 40(STK40)
ENSG00000196184,olfactory receptor family 10 subfamily J member 1(OR10J1)
ENSG00000236720,long intergenic non-protein coding RNA 1741(LINC01741)
ENSG00000196189,semaphorin 4A(SEMA4A)
ENSG00000117479,solute carrier family 19 member 2(SLC19A2)
ENSG00000116147,tenascin R(TNR)
ENSG00000117477,coiled-coil domain containing 181(CCDC181)
ENSG00000163263,cilia and flagella associated protein 141(CFAP141)
ENSG00000117475,basic leucine zipper nuclear factor 1(BLZF1)
ENSG00000121940,chloride channel CLIC like 1(CLCC1)
ENSG00000117472,tetraspanin 1(TSPAN1)
ENSG00000189410,SH2 domain containing 5(SH2D5)
ENSG00000234546,long non coding transcriptional activator of miR34a(LNCTAM34A)
ENSG00000187238,late cornified envelope 3B(LCE3B)
ENSG00000270601,PRAME family member 5(PRAMEF5)
ENSG00000232366,voltage dependent anion channel 1 pseudogene 9(VDAC1P9)
ENSG00000233693,PBX1 antisense RNA 1(PBX1-AS1)
ENSG00000196171,olfactory receptor family 6 subfamily K member 2(OR6K2)
ENSG00000220323,"H2B clustered histone 19, pseudogene(H2BC19P)"
ENSG00000198358,uncharacterized LOC101928372(LOC101928372)
ENSG00000116138,DnaJ heat shock protein family (Hsp40) member C16(DNAJC16)
ENSG00000116133,24-dehydrocholesterol reductase(DHCR24)
ENSG00000142871,cellular communication network factor 1(CCN1)
ENSG00000116132,paired related homeobox 1(PRRX1)
ENSG00000187223,late cornified envelope 2D(LCE2D)
ENSG00000117461,phosphoinositide-3-kinase regulatory subunit 3(PIK3R3)
ENSG00000235407,CYMP antisense RNA 1(CYMP-AS1)
ENSG00000186377,cytochrome P450 family 4 subfamily X member 1(CYP4X1)
ENSG00000121957,G protein signaling modulator 2(GPSM2)
ENSG00000233228,"lysophosphatidylcholine acyltransferase 2b, pseudogene(LPCAT2BP)"
ENSG00000225602,MTOR antisense RNA 1(MTOR-AS1)
ENSG00000235400,SNW domain containing 1 pseudogene(LOC652549)
ENSG00000142875,protein kinase cAMP-activated catalytic subunit beta(PRKACB)
ENSG00000189409,matrix metallopeptidase 23B(MMP23B)
ENSG00000175262,chromosome 1 open reading frame 127(C1orf127)
ENSG00000049249,TNF receptor superfamily member 9(TNFRSF9)
ENSG00000049246,period circadian regulator 3(PER3)
ENSG00000049247,urotensin 2(UTS2)
ENSG00000076864,RAP1 GTPase activating protein(RAP1GAP)
ENSG00000197056,zinc finger MYM-type containing 1(ZMYM1)
ENSG00000049245,vesicle associated membrane protein 3(VAMP3)
ENSG00000243437,"RNA, 7SL, cytoplasmic 370, pseudogene(RN7SL370P)"
ENSG00000117419,ERI1 exoribonuclease family member 3(ERI3)
ENSG00000229133,ribosomal protein S7 pseudogene 4(RPS7P4)
ENSG00000264371,microRNA 4425(MIR4425)
ENSG00000213625,leptin receptor overlapping transcript(LEPROT)
ENSG00000064886,chitinase 3 like 2(CHI3L2)
ENSG00000117411,"beta-1,4-galactosyltransferase 2(B4GALT2)"
ENSG00000117410,ATPase H+ transporting V0 subunit b(ATP6V0B)
ENSG00000278549,microRNA 6736(MIR6736)
ENSG00000116560,splicing factor proline and glutamine rich(SFPQ)
ENSG00000200796,"RNA, U6 small nuclear 753, pseudogene(RNU6-753P)"
ENSG00000188585,C-type lectin domain containing 20A(CLEC20A)
ENSG00000189433,gap junction protein beta 4(GJB4)
ENSG00000230124,acyl-CoA binding domain containing 6(ACBD6)
ENSG00000230124,LHX4 antisense RNA 1(LHX4-AS1)
ENSG00000142867,BCL10 immune signaling adaptor(BCL10)
ENSG00000238087,"flavin containing dimethylaniline monoxygenase 8, pseudogene(FMO8P)"
ENSG00000173080,relaxin family peptide/INSL5 receptor 4(RXFP4)
ENSG00000142864,SERPINE1 mRNA binding protein 1(SERBP1)
ENSG00000049239,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase(H6PD)
